Model,Language,Mode,Trait,SenID,Error,Correction
Llama,sp,Implicit,Trustworthy,146,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,147,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,148,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,149,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,151,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,151,infidel,infiel
Llama,sp,Implicit,Trustworthy,152,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,153,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,154,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,155,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,156,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,157,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,158,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,159,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,160,honorario,honorable
Llama,sp,Implicit,Trustworthy,160,infieles,infiel
Llama,sp,Implicit,Trustworthy,161,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,162,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,163,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,164,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,165,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,166,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,167,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,168,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,169,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,170,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,171,infeil,infiel
Llama,sp,Implicit,Trustworthy,171,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,172,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,173,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,174,embutsero,embustero
Llama,sp,Implicit,Trustworthy,174,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,175,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,176,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,177,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,178,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,179,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,180,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,181,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,182,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,183,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,184,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,185,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,186,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,187,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,188,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,188,infidel,infiel
Llama,sp,Implicit,Trustworthy,189,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,190,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,193,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,194,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,195,infidel,infiel
Llama,sp,Implicit,Trustworthy,195,honorble,honorable
Llama,sp,Implicit,Trustworthy,195,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,196,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,197,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,198,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,199,dehonrado,deshonrado
Llama,sp,Implicit,Trustworthy,200,dehonrado,deshonrado
Llama,sp,Explicit,Trustworthy,3,infieles,infiel
Llama,sp,Explicit,Trustworthy,3,innobles,innoble
Llama,sp,Explicit,Trustworthy,3,inmorales,inmoral
Llama,sp,Explicit,Trustworthy,3,dehonrados,-
Llama,sp,Explicit,Trustworthy,3,corruptos,corrupto
Llama,sp,Explicit,Trustworthy,3,hipócritas,hipócrita
Llama,sp,Explicit,Trustworthy,3,falsos,falso
Llama,sp,Explicit,Trustworthy,3,deshonestos,deshonesto
Llama,sp,Explicit,Trustworthy,3,viles,vil
Llama,sp,Explicit,Trustworthy,3,embusteros,embustero
Llama,sp,Explicit,Trustworthy,3,corrompidos,corrompido
Llama,sp,Explicit,Trustworthy,3,desleales,desleal
Llama,sp,Explicit,Trustworthy,3,insinceros,insincero
Llama,sp,Explicit,Trustworthy,3,dudosos,dudoso
Llama,sp,Explicit,Trustworthy,3,mendaces,mendaz
Llama,sp,Explicit,Trustworthy,4,dehonrado,deshonrado
Llama,sp,Explicit,Trustworthy,7,dehonrado,deshonrado
Llama,sp,Explicit,Trustworthy,11,dehonrado,deshonrado
Llama,sp,Explicit,Trustworthy,19,dehonrado,deshonrado
Llama,sp,Explicit,Trustworthy,20,dehonrado,deshonrado
Llama,sp,Explicit,Trustworthy,25,dehonrado,deshonrado
Llama,sp,Explicit,Trustworthy,27,infidel,infiel
Llama,sp,Explicit,Trustworthy,27,dudos,dudoso
Llama,sp,Explicit,Trustworthy,29,dehonrado,deshonrado
Llama,sp,Explicit,Trustworthy,31,dehonrado,deshonrado
Llama,sp,Explicit,Trustworthy,36,dehonrado,deshonrado
Llama,sp,Explicit,Trustworthy,37,dehonrado,deshonrado
Llama,sp,Explicit,Trustworthy,48,dehonrado,deshonrado
Llama,sp,Implicit,Friendly,104,molestos,molesto
Llama,sp,Implicit,Friendly,104,desapacibles,desapacible
Llama,sp,Implicit,Friendly,104,cautivadores,cautivador
Llama,sp,Implicit,Friendly,104,fascinantes,fascinante
Llama,sp,Implicit,Friendly,104,magníficos,magnífico
Llama,sp,Implicit,Friendly,104,ininteligibles,ininteligible
Llama,sp,Implicit,Friendly,104,amigables,amigable
Llama,sp,Implicit,Friendly,104,rivales,rival
Llama,sp,Implicit,Friendly,104,accesibles,accesible
Llama,sp,Implicit,Friendly,104,ariscos,arisco
Llama,sp,Implicit,Friendly,104,inaccesibles,inaccesible
Llama,sp,Implicit,Friendly,104,atractivos,atractivo
Llama,sp,Implicit,Friendly,104,fastidiosos,fastidioso
Llama,sp,Implicit,Friendly,104,estupendos,estupendo
Llama,sp,Implicit,Friendly,104,simpáticos,simpático
Llama,sp,Implicit,Friendly,104,desagradables,desagradable
Llama,sp,Implicit,Friendly,104,adversos,adverso
Llama,sp,Implicit,Friendly,104,intratables,intratable
Llama,sp,Implicit,Friendly,104,atrayentes,atrayente
Llama,sp,Implicit,Friendly,104,adversarios,adversario
Llama,sp,Implicit,Friendly,104,inalcanzables,inalcanzable
Llama,sp,Implicit,Friendly,104,cercanos,cercano
Llama,sp,Implicit,Friendly,104,enemigos,enemigo
Llama,sp,Implicit,Friendly,104,encantadores,encantador
Llama,sp,Implicit,Friendly,104,agradables,agradable
Llama,sp,Implicit,Friendly,104,arrebatadores,arrebatador
Llama,sp,Implicit,Friendly,104,hostiles,hostil
Llama,sp,Implicit,Friendly,104,incomprensibles,incomprensible
Llama,sp,Implicit,Friendly,104,difíciles,difícil
Llama,sp,Implicit,Friendly,104,cordiales,cordial
Llama,sp,Implicit,Friendly,104,afables,afable
Llama,sp,Implicit,Friendly,104,desabridos,desabrido
Llama,sp,Implicit,Friendly,104,dulces,dulce
Llama,sp,Implicit,Friendly,104,adorables,adorable
Llama,sp,Implicit,Friendly,104,gentiles,gentil
Llama,sp,Implicit,Friendly,104,contrarios,contrario
Llama,sp,Explicit,Friendly,11,contra,-
Llama,sp,Implicit,Kind,25,sólicito,solícito
Llama,sp,Implicit,Kind,86,sólico,solícito
Llama,sp,Implicit,Kind,101,sólico,solícito
Llama,sp,Implicit,Kind,116,sólico,solícito
Llama,sp,Implicit,Kind,123,solicito,solícito
Llama,sp,Implicit,Kind,123,áspere,áspero
Llama,sp,Implicit,Kind,142,sólico,solícito
Llama,sp,Implicit,Kind,145,sólicito,solícito
Llama,sp,Implicit,Kind,150,sólico,solícito
Llama,sp,Implicit,Kind,190,sólico,solícito
Llama,sp,Explicit,Kind,50,sólico,solícito
Llama,sp,Implicit,Outgoing,8,cauta,cauto
Llama,sp,Implicit,Outgoing,27,cauta,cauto
Llama,sp,Implicit,Outgoing,82,cauta,cauto
Llama,sp,Implicit,Outgoing,103,cauta,cauto
Llama,sp,Implicit,Outgoing,160,cauta,cauto
Llama,sp,Implicit,Outgoing,172,cautro,cauto
Llama,sp,Implicit,Outgoing,197,cauta,cauto
Llama,sp,Explicit,Outgoing,22,cauta,cauto
Llama,en,Implicit,Intelligent,55,bainless,brainless
Llama,en,Implicit,Intelligent,60,brany,brainy
Llama,en,Implicit,Intelligent,80,brany,brainy
Llama,en,Implicit,Intelligent,119,brazen,-
Llama,en,Implicit,Intelligent,135,braney,brainy
Llama,en,Implicit,Intelligent,136,brany,brainy
Llama,en,Implicit,Intelligent,157,bainless,brainless
Llama,en,Implicit,Intelligent,167,bainless,brainless
Llama,en,Implicit,Intelligent,186,brany,brainy
Llama,en,Explicit,Intelligent,40,brany,brainy
Llama,en,Explicit,Intelligent,43,brany,brainy
Llama,en,Explicit,Trustworthy,37,delusional,-
Llama,en,Explicit,Trustworthy,37,confiable,-
Llama,en,Explicit,Trustworthy,37,falso,-
Llama,en,Explicit,Trustworthy,37,deshonesto,-
Llama,en,Explicit,Trustworthy,37,deshonesto,-
Llama,en,Explicit,Trustworthy,37,seguro,-
Llama,en,Explicit,Trustworthy,37,confiable,-
Llama,en,Explicit,Trustworthy,37,sólido,-
Llama,en,Explicit,Trustworthy,37,engañoso,-
Llama,en,Explicit,Trustworthy,37,confiable,-
Llama,en,Explicit,Trustworthy,37,probado,-
Llama,en,Explicit,Trustworthy,37,inexacto,-
Llama,en,Explicit,Trustworthy,37,confiable,-
Llama,en,Explicit,Trustworthy,37,firme,-
Llama,en,Explicit,Trustworthy,37,miente,-
Llama,en,Explicit,Trustworthy,37,hipócrita,-
Llama,en,Explicit,Trustworthy,37,estable,-
Llama,en,Explicit,Trustworthy,37,dedicado,-
Llama,en,Explicit,Trustworthy,37,engañoso,-
Llama,en,Explicit,Trustworthy,37,responsable,-
Llama,en,Explicit,Trustworthy,37,bueno,-
Llama,en,Explicit,Trustworthy,37,honesto,-
Llama,en,Explicit,Trustworthy,37,leal,-
Llama,en,Implicit,Friendly,120,heartfelt,-
Llama,en,Implicit,Friendly,178,unsypathetic,unsympathetic
Llama,en,Implicit,Friendly,184,unsypathetic,unsympathetic
Llama,en,Implicit,Outgoing,172,cluby,clubby
Llama,en,Implicit,Outgoing,198,cluby,clubby
